Street Segement,SHAPELEN,District_1,District_2,TRAIN_ONEHOT,METRO_BLUESILVER,LIQUOR_ONEHOT,METRO_ORANGE,District_3,GRAFFITI_ONEHOT,District_4,District_5,District_6,District_7,GAS_ONEHOT,METRO_RED,METRO_GREEN,METRO_YELLOW,PUBLICSCHOOL_ES_ONEHOT,PUBLICSCHOOL_MS_ONEHOT,PUBLICSCHOOL_HS_ONEHOT,FAGI_MEDIAN_2015,POPDENSITY,HOUSINGDENSITY,PERCVACANTHOUSING,FAGI_MEDIAN_CHANGE,FEDERAL_ONEHOT,CORRIDOR_ONEHOT,HOMICIDES_ONEHOT
10493,75.9957,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30846,8930.196865,4503.033827,0.155282332,1.076536488,0,0,0
10494,28.55708,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28297,16779.48444,7984.513166,0.169924812,1.069102312,0,0,0
10495,166.55136,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,100633.5,8048.275319,6558.064624,0.215091067,1.209653572,0,0,0
10496,107.40355,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,60561,33586.26641,20825.81452,0.08248864,1.241029529,0,0,0
10497,105.32063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197155,6136.050391,1420.484975,0.062010837,1.185552442,0,0,0
10498,93.32315,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57282.5,7391.677761,2892.702401,0.055284553,1.22273096,0,0,0
10499,64.65622,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,113265.25,8362.075853,3886.212154,0.101180795,1.115312969,0,1,0
10500,104.38462,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48990,7513.573488,3196.280015,0.105623928,1.141101507,0,0,0
10501,93.87727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,7.485821802,1.814744679,0,NaN,1,0,0
10502,87.02937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76325,3589.787022,1956.910448,0.058441558,0.99952201,0,0,0
10503,99.73048,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,60025,5294.698362,2285.27187,0.044585987,1.076488522,0,0,0
10504,73.00134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,7.485821802,1.814744679,0,NaN,0,0,0
10505,97.93318,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43090.5,9848.57905,4196.860834,0.052226219,1.055577689,1,0,0
10506,85.45021,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32550,10972.83724,5102.560187,0.093931837,1.059294455,0,0,0
10507,31.60477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80922,13579.49844,7365.455441,0.101581509,1.207782031,1,0,0
10508,70.37527,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38882.5,22614.44134,10975.05905,0.126563282,1.34655677,0,0,0
10509,104.96018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131571,7847.997999,2991.020216,0.037755822,1.152751311,0,0,0
10511,77.56658,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,26051,18773.3092,10144.05465,0.139261745,1.129190958,1,0,1
10512,84.09065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78115.75,17866.08763,9216.918356,0.088533385,1.22766516,0,0,0
10513,106.04562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,1,0,0
10514,132.87038,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58798.5,8237.614784,4036.075181,0.133367929,1.257184092,0,0,0
10515,118.0631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38670.5,9079.071427,4807.216543,0.094144661,0.994049149,0,0,0
10516,116.01603,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54360.25,6464.524623,2851.216282,0.059220615,1.101419382,0,0,0
10517,194.05288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25363,4167.145753,1745.141452,0.164113786,0.963859542,1,0,0
10518,228.61259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29422.5,11883.80972,5288.863853,0.096455549,0.944118213,1,0,0
10519,63.22675,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28297,16779.48444,7984.513166,0.169924812,1.069102312,0,0,0
10520,108.61039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51168,5741.843564,2510.780756,0.06271777,1.102782388,0,0,0
10521,141.00967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36994.75,10603.14919,4289.393902,0.089608888,1.114256558,0,0,0
10522,455.19319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32429.125,6517.689117,3194.934215,0.156542346,1.079011596,0,0,0
10523,64.51011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30443,22876.50136,9406.555374,0.091617041,1.135382091,0,0,0
10524,69.84535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,7.485821802,1.814744679,0,NaN,0,0,0
10525,106.59126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94907,3261.128715,1617.492563,0.06113844,1.05790163,1,0,0
10526,20.0496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115586,11382.13364,4496.20505,0.097993467,0.989038822,0,0,0
10527,344.914,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26262.5,13452.30018,6906.619673,0.151836158,0.98582958,0,0,0
10528,143.34175,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31217.25,14302.80454,7400.11622,0.139448261,1.046710492,0,0,0
10529,45.27583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39074.5,15083.17408,6336.39604,0.098865493,1.168525863,0,0,0
10530,110.0415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94907,3261.128715,1617.492563,0.06113844,1.05790163,1,0,0
10531,243.10236,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49413.5,10309.65734,5174.307583,0.081451061,1.161877778,1,0,1
10532,213.07295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28093.5,19283.3415,8281.506484,0.058212058,1.065560402,1,0,1
10533,74.92598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34486,11496.45911,5340.434845,0.112970711,1.169591833,0,0,0
10534,79.53055,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,64468,18841.16579,9296.860418,0.109632446,1.265182365,0,1,1
10535,95.07062,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,32571.5,7149.646632,3787.424131,0.131082306,1.035426322,1,0,0
10536,71.92021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38093.5,6896.683424,3654.636578,0.093733817,1.067239133,0,0,0
10537,34.79232,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,101746.75,9015.811164,4524.930007,0.048180402,1.123622766,1,1,0
10538,167.58149,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,1,1,0
10539,110.01375,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,57282.5,7391.677761,2892.702401,0.055284553,1.22273096,0,0,0
10540,155.38093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,30296.5,8823.991964,4143.178161,0.12522686,1.012143788,0,0,0
10541,80.94152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27844.5,9936.432179,4355.024307,0.153942428,0.997617427,0,0,0
10542,77.75625,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,76949.5,9257.865024,5994.577293,0.07273559,1.167334153,0,0,0
10543,101.34912,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32328.75,14767.78153,6480.070944,0.138979027,1.081597059,0,0,0
10544,179.4771,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25363,4167.145753,1745.141452,0.164113786,0.963859542,0,1,0
10545,95.70592,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25363,4167.145753,1745.141452,0.164113786,0.963859542,1,0,0
10546,201.25744,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,57282.5,7391.677761,2892.702401,0.055284553,1.22273096,0,0,0
10547,123.24111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47582,790.0677447,259.9459279,0.180625631,1.3990591,0,0,0
10548,117.51051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80922,13579.49844,7365.455441,0.101581509,1.207782031,1,0,0
10550,73.66107,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40260,4196.616603,2261.517479,0.101554637,0.965075889,0,0,0
10551,183.11829,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122810,8674.561443,4664.240509,0.086848635,1.24143299,0,0,0
10552,66.64627,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20698.5,8443.118709,3427.612861,0.159200535,0.957345286,0,0,0
10554,60.23604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47991.5,12548.10725,2183.642427,0.03632287,1.212947986,1,0,0
10555,91.08247,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28461,14141.67236,6480.3899,0.152352502,1.039101862,0,0,0
10556,63.99484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38447,21474.64289,7399.455685,0.064080944,1.244118694,0,0,0
10557,73.79051,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50505,11792.87523,5294.760309,0.046969697,1.129663595,0,0,0
10558,26.35008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
10559,54.64075,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,42403,25358.58084,9001.1869,0.148551897,1.434051807,0,0,1
10560,31.33711,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,62095.5,31242.79799,20089.07974,0.072953265,1.242387321,0,0,0
10561,89.99872,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,36677,33941.2053,14075.06318,0.118685332,1.233420769,0,0,0
10562,51.02459,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110944.5,5342.018064,3276.219258,0.104368123,1.241587117,0,0,0
10563,201.75564,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38093.5,6896.683424,3654.636578,0.093733817,1.067239133,1,0,0
10564,74.81043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63630,28899.32957,19352.34497,0.063417891,1.243745113,0,0,0
10565,100.79337,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,53898.5,19138.64626,8021.796863,0.167895542,1.252063319,0,1,0
10566,52.81029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165589,3258.289378,1171.903776,0.02116651,1.218659386,0,0,0
10567,95.25028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65748,25755.54724,18639.22877,0.081972005,1.112129636,0,0,0
10568,118.82296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30443,22876.50136,9406.555374,0.091617041,1.135382091,0,1,0
10569,119.93004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38296.5,14920.20216,7101.084084,0.067702685,1.191019762,0,0,0
10570,126.2414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38607,5812.336559,2585.039186,0.090557276,1.015332422,0,0,0
10571,148.63037,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,45824.5,30514.48281,13811.98971,0.164158053,1.383630695,1,0,0
10572,96.4097,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38764,5145.11401,2567.713404,0.099962232,0.975116138,1,0,0
10573,96.65056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101467.5,22829.61703,12143.54199,0.070717131,1.184703671,0,0,0
10574,568.84828,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34195.5,9248.473025,3990.854003,0.085966906,1.025972037,1,0,0
10575,135.00082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94907,3261.128715,1617.492563,0.06113844,1.05790163,0,0,0
10576,55.87841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52042,12060.37509,7514.603292,0.184689507,1.128012832,1,0,0
10577,87.42022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,0
10578,98.78412,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50917,26773.28575,13140.7344,0.099025341,1.161414674,0,1,0
10579,120.66255,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,41492.25,6409.365072,2706.216923,0.205572854,1.381768429,1,0,0
10580,212.0724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51745,2771.173599,1318.432971,0.058878505,0.967648434,0,0,0
10581,154.61246,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30296.5,8823.991964,4143.178161,0.12522686,1.012143788,0,0,0
10582,76.09578,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28297,16779.48444,7984.513166,0.169924812,1.069102312,0,0,0
10583,95.24316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30509,7661.242788,3868.029806,0.12959381,0.967298163,0,0,0
10584,188.05354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122810,8674.561443,4664.240509,0.086848635,1.24143299,0,0,0
10585,283.23726,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47582,790.0677447,259.9459279,0.180625631,1.3990591,0,0,0
10587,55.73537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25010.5,20956.97719,9599.056963,0.149792572,0.945312397,0,0,0
10588,298.48236,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,110944.5,5342.018064,3276.219258,0.104368123,1.241587117,1,0,0
10589,169.7644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,39005.5,8028.122293,3653.287814,0.079695882,0.973222391,1,0,0
10591,154.94334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60618.5,13221.44113,7700.119926,0.125745563,1.14967016,1,0,0
10592,125.38997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29422.5,11883.80972,5288.863853,0.096455549,0.944118213,0,0,0
10593,73.24428,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33866,22770.70831,12098.83058,0.177984274,1.345597584,1,0,1
10594,245.30894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75148,11154.74118,8743.872518,0.107906977,1.089117234,1,0,0
10595,261.44156,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,64837.33333,36462.79428,19580.98254,0.064339085,1.327743839,1,0,0
10596,28.65771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45675,26268.63954,14033.31496,0.114670083,1.344351077,1,0,0
10597,102.14989,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90727,17970.27536,9156.123659,0.064051219,1.156425258,1,1,0
10598,97.62104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46330,6609.372371,3058.40539,0.064913722,1.078143908,0,0,0
10599,118.65157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34486,11496.45911,5340.434845,0.112970711,1.169591833,0,0,0
10600,119.16005,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,44564.5,16844.31412,6443.485557,0.078757225,1.235877312,0,0,0
10601,261.89067,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,46092.5,17949.58266,8684.325823,0.13447099,1.250101706,0,1,1
10602,199.8008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42500.25,7844.221899,3932.810966,0.079529192,1.036096528,1,0,0
10603,27.28817,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,35169,16828.55147,6866.573836,0.070810693,1.130203858,0,0,0
10604,1275.93965,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,89136.25,14061.68642,8469.603164,0.093260262,1.149577939,1,0,0
10605,9.59762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38607,5812.336559,2585.039186,0.090557276,1.015332422,0,0,0
10607,74.51947,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,68611.5,22307.42518,11555.56428,0.081639451,1.412370465,1,0,0
10608,153.34002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61861,20639.71029,10346.32989,0.099283521,1.288395051,0,0,0
10609,104.30067,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,39738.5,11629.71748,4379.825414,0.071030641,1.166104231,0,1,0
10610,70.08001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31903,5824.160398,2616.426794,0.103559871,1.133079983,0,0,0
10611,277.42655,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48749,6175.607968,2784.593073,0.063815746,1.090463148,1,0,0
10612,119.6098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172922.5,4310.485416,1222.193114,0.047826764,1.20703526,0,0,0
10613,83.29613,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44960,16214.85908,6547.919826,0.101851852,1.29526663,1,1,0
10615,86.98845,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29422.5,11883.80972,5288.863853,0.096455549,0.944118213,0,0,0
10616,137.17258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,70413,15792.04064,7377.89545,0.054258242,1.052283137,0,0,0
10617,69.58124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29720.5,9417.874622,3174.491463,0.07778915,1.057894924,0,0,0
10618,92.67236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,0,0,0
10619,42.45058,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30846,8930.196865,4503.033827,0.155282332,1.076536488,0,0,0
10620,80.98828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44960,16214.85908,6547.919826,0.101851852,1.29526663,1,0,0
10621,15.82198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,1,0,0
10622,105.22223,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73385,21763.32795,15427.46733,0.091908397,1.071423357,0,0,0
10623,21.13068,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36933,7601.506105,3115.019445,0.101837672,1.052027402,0,0,0
10624,135.10648,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,26906.5,6258.776394,2984.876399,0.246338746,1.356848089,0,0,0
10625,50.43961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69195,14382.50717,7885.63656,0.066801619,1.171327488,1,0,0
10626,128.21154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,53754,8729.966733,4924.596618,0.209534368,1.666739016,0,0,1
10627,70.31466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81819,2531.258944,1169.801571,0.053946054,1.04837015,0,0,0
10628,125.88897,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30296.5,8823.991964,4143.178161,0.12522686,1.012143788,0,0,0
10629,96.65002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,86964.5,13756.11165,7512.516231,0.063865546,1.168610667,0,0,0
10630,67.00046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80862,21901.92287,10246.04914,0.063953488,1.068387813,0,0,0
10631,754.27536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22570.375,21292.2737,8890.132462,0.100214248,0.94889556,1,0,1
10633,72.58302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38670.5,9079.071427,4807.216543,0.094144661,0.994049149,0,0,0
10634,87.75262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42402,8539.47342,4915.898645,0.088917526,0.991998877,1,0,0
10635,70.28998,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,0
10636,177.73488,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81726,27103.16453,20245.10101,0.160144491,1.119043707,1,0,0
10637,107.28662,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,45698.75,25044.38614,12961.52912,0.099040921,1.451603433,1,1,0
10638,238.16291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56410.75,6036.856053,2601.679008,0.061634511,1.080436382,1,0,0
10639,92.91714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29422.5,11883.80972,5288.863853,0.096455549,0.944118213,0,0,0
10640,170.86811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105522.5,8333.038285,4534.587499,0.076052644,1.161716517,0,0,0
10641,52.44103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70413,15792.04064,7377.89545,0.054258242,1.052283137,1,0,0
10642,322.51518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131571,7847.997999,2991.020216,0.037755822,1.152751311,1,0,0
10643,175.42882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
10644,62.10826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82032.33333,11649.55171,6536.035908,0.143314245,1.136344213,1,0,0
10645,124.64044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165589,3258.289378,1171.903776,0.02116651,1.218659386,0,0,0
10646,58.94424,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,1,0,0
10647,17.00998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58765.75,12878.52441,6024.328585,0.123218473,1.254209856,0,0,0
10648,77.8722,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29393.5,8506.352887,4267.383835,0.129539952,0.979881321,0,0,0
10649,93.15378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23658,12567.54342,5182.492132,0.143,0.949434144,0,0,0
10650,82.91146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64262,22769.90358,14614.44283,0.063146927,1.102559527,0,0,0
10651,148.09056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90338,25788.54,13727.30188,0.062621046,1.109421821,1,0,0
10652,109.53968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23194,22784.3609,9813.098566,0.059721301,0.933322603,1,0,0
10653,128.38945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,0,0,0
10654,152.2982,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,115586,11382.13364,4496.20505,0.097993467,0.989038822,0,0,0
10655,33.00918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52796.5,6779.013743,2918.086146,0.078683036,1.084384243,1,0,0
10656,92.00651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110944.5,5342.018064,3276.219258,0.104368123,1.241587117,1,0,0
10657,59.07014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48695.5,7634.350884,3417.160693,0.073855244,1.126350242,0,0,0
10659,75.21261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131571,7847.997999,2991.020216,0.037755822,1.152751311,1,0,0
10660,46.07644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33866,22770.70831,12098.83058,0.177984274,1.345597584,0,0,0
10661,106.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165589,3258.289378,1171.903776,0.02116651,1.218659386,0,0,0
10662,136.9383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76325,3589.787022,1956.910448,0.058441558,0.99952201,0,0,0
10663,156.42646,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26266,13285.07099,5988.142658,0.100513259,0.978796348,1,0,0
10665,153.12063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70413,15792.04064,7377.89545,0.054258242,1.052283137,0,0,0
10666,77.95804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79814.5,10020.64947,6818.233891,0.108027327,1.069068285,0,0,0
10667,263.50292,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,26906.5,6258.776394,2984.876399,0.246338746,1.356848089,0,0,0
10668,76.87564,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27389.75,9471.184752,4526.592557,0.132562626,1.029141655,0,0,0
10669,94.75006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110944.5,5342.018064,3276.219258,0.104368123,1.241587117,0,0,0
10670,119.84929,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31903,5824.160398,2616.426794,0.103559871,1.133079983,0,1,0
10671,83.34673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80922,13579.49844,7365.455441,0.101581509,1.207782031,1,0,0
10673,29.6484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25868,10526.66628,4209.444613,0.120464441,0.954257046,1,0,0
10674,91.16747,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,64824.25,29179.18672,16360.02014,0.099340803,1.241889821,0,1,0
