Street Segement,SHAPELEN,District_1,District_2,TRAIN_ONEHOT,METRO_BLUESILVER,LIQUOR_ONEHOT,METRO_ORANGE,District_3,GRAFFITI_ONEHOT,District_4,District_5,District_6,District_7,GAS_ONEHOT,METRO_RED,METRO_GREEN,METRO_YELLOW,PUBLICSCHOOL_ES_ONEHOT,PUBLICSCHOOL_MS_ONEHOT,PUBLICSCHOOL_HS_ONEHOT,FAGI_MEDIAN_2015,POPDENSITY,HOUSINGDENSITY,PERCVACANTHOUSING,FAGI_MEDIAN_CHANGE,FEDERAL_ONEHOT,CORRIDOR_ONEHOT,HOMICIDES_ONEHOT
1765,153.43172,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,69537,34439.86682,23800.91843,0.066840731,1.14605686,0,1,0
1766,101.53413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51745,2771.173599,1318.432971,0.058878505,0.967648434,1,0,0
1767,117.83226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81819,2531.258944,1169.801571,0.053946054,1.04837015,0,0,0
1768,100.00217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28093.5,19283.3415,8281.506484,0.058212058,1.065560402,1,0,0
1769,87.2593,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17739,4318.693998,1672.733591,0.17540107,0.965256428,1,0,0
1770,37.07494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
1771,201.38642,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,57282.5,7391.677761,2892.702401,0.055284553,1.22273096,0,0,0
1772,261.34309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42402,8539.47342,4915.898645,0.088917526,0.991998877,1,0,0
1773,225.8302,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,81647.5,46336.31979,34677.89738,0.07651715,1.234651444,0,0,0
1774,98.36437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131209.75,6685.900281,3014.11458,0.03189584,1.140358786,0,0,0
1775,84.31986,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,76337.75,10054.3252,7036.333958,0.199890287,1.168833202,1,0,0
1776,189.9388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122810,8674.561443,4664.240509,0.086848635,1.24143299,0,0,0
1777,75.00007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
1778,125.84019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34251,9576.580889,4198.96239,0.108187135,1.062408884,0,0,0
1779,110.42952,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,103485,8148.256696,4010.399969,0.056401074,1.187149396,0,0,0
1780,205.80302,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,0
1781,218.86424,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48695.5,7634.350884,3417.160693,0.073855244,1.126350242,0,0,0
1782,68.83854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30846,8930.196865,4503.033827,0.155282332,1.076536488,0,0,0
1783,40.67522,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,115586,11382.13364,4496.20505,0.097993467,0.989038822,1,0,0
1784,351.10761,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20844,23028.18669,10959.39434,0.141249928,0.932460925,0,0,0
1785,101.02028,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
1786,109.31649,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115586,11382.13364,4496.20505,0.097993467,0.989038822,0,0,0
1787,44.86651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70438.5,9356.121773,6731.874428,0.122708567,1.1457886,1,0,0
1788,118.92043,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,115586,11382.13364,4496.20505,0.097993467,0.989038822,0,0,0
1789,182.36068,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50917,26773.28575,13140.7344,0.099025341,1.161414674,0,0,0
1790,191.44781,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,33796,56849.3354,27422.68498,0.095604396,1.431669914,0,1,0
1791,331.2732,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27655,3039.330805,1052.888831,0.07201889,1.108461261,1,0,1
1792,144.54216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27655,3039.330805,1052.888831,0.07201889,1.108461261,1,0,0
1793,201.06974,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29378.75,11482.83216,5311.784031,0.138789681,1.025622825,0,1,0
1794,192.82155,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,37898.25,26976.20621,10324.97672,0.100401962,1.345129668,1,1,1
1795,278.438,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,44461,2616.833553,2021.748123,0.226954863,1.452736481,1,0,0
1796,215.12743,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,31903,5824.160398,2616.426794,0.103559871,1.133079983,1,0,0
1797,76.8624,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28732,13537.6926,7896.987352,0.216931217,1.033042103,0,0,0
1798,39.40414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47582,790.0677447,259.9459279,0.180625631,1.3990591,0,0,0
1799,101.58269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96830.5,10113.51118,4856.325384,0.042625169,1.062058186,0,0,0
1800,72.6604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25783,7519.054421,3816.993837,0.141045959,0.982583841,0,0,1
1801,267.64026,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33796,56849.3354,27422.68498,0.095604396,1.431669914,0,1,1
1802,15.71106,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,42549.5,37677.61292,18735.73026,0.097831998,1.250784966,1,0,0
1803,186.32334,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28943.5,6044.636717,2981.34256,0.073933649,1.363844124,0,0,1
1804,177.44004,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,70729,56562.53229,38708.90665,0.087311261,1.369980946,0,0,0
1805,163.21116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89304,10648.32569,5598.450788,0.044436005,1.120994163,0,0,0
1806,69.69737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99567.5,6132.174233,3310.575478,0.072645097,1.1204775,1,0,0
1807,81.8266,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,57273.5,27836.30766,16246.53968,0.081221616,1.202579894,1,0,1
1808,48.81009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69664,4407.944852,3739.022655,0.227848101,1.087990005,1,0,0
1809,58.4501,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35403,9263.9171,4712.226945,0.071142285,1.014645191,0,1,0
1810,200.89241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40697.5,7635.469214,3499.85763,0.155963303,1.059472054,0,0,0
1811,222.35689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38670.5,9079.071427,4807.216543,0.094144661,0.994049149,0,0,0
1812,112.7709,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,48807.75,20066.93769,9493.820522,0.119816149,1.298896195,0,0,0
1813,34.08907,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,59590,7363.108698,3653.70598,0.0625,1.106664314,0,0,0
1814,135.29038,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,70849.25,9221.661814,4623.79673,0.068141707,1.15209605,1,0,0
1815,117.18984,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96212.25,19760.70076,11068.81386,0.090914121,1.107175581,1,0,0
1816,82.07059,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,79108.5,46009.36527,34929.97797,0.074505362,1.207902805,0,0,0
1817,61.76475,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25868,10526.66628,4209.444613,0.120464441,0.954257046,1,0,0
1818,306.36959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25363,4167.145753,1745.141452,0.164113786,0.963859542,0,0,0
1819,85.5137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131571,7847.997999,2991.020216,0.037755822,1.152751311,1,0,0
1820,117.30294,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,71341,11710.22287,9235.036504,0.132075472,1.274276375,1,1,0
1821,32.46207,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38607,5812.336559,2585.039186,0.090557276,1.015332422,0,0,0
1822,109.27077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92999.5,13587.08714,5937.05025,0.076125854,1.02066098,0,0,0
1823,25.4464,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103485,8148.256696,4010.399969,0.056401074,1.187149396,0,0,0
1824,123.41382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70413,15792.04064,7377.89545,0.054258242,1.052283137,0,0,0
1825,89.68095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80922,13579.49844,7365.455441,0.101581509,1.207782031,1,0,0
1826,118.58999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197155,6136.050391,1420.484975,0.062010837,1.185552442,0,0,0
1827,160.672,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105692.75,8934.323733,4904.627053,0.072891575,1.110909798,0,0,0
1828,101.71699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85301.5,35163.00518,23370.01866,0.073925271,1.171611246,1,0,0
1829,170.15769,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71341,11710.22287,9235.036504,0.132075472,1.274276375,0,0,0
1831,119.7449,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,0
1832,61.22362,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,37095,29767.43101,12211.53803,0.114001051,1.335625678,0,0,0
1833,231.11319,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,55834.75,43345.12333,22790.90086,0.066708552,1.402383643,1,0,1
1834,125.35312,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30443,22876.50136,9406.555374,0.091617041,1.135382091,0,0,0
1835,61.66382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44113.75,17757.10159,6887.921396,0.08175875,1.201668603,1,0,0
1836,75.12956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43663,18669.88905,7332.357234,0.084760274,1.167459893,0,0,0
1837,137.28121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32103.25,10457.16687,4257.463154,0.095379931,1.113743379,0,0,0
1838,111.58332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66581.25,13817.37736,6493.310171,0.069511019,1.138919607,1,0,0
1839,146.35499,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26051,18773.3092,10144.05465,0.139261745,1.129190958,0,1,0
1840,131.87098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59590,7363.108698,3653.70598,0.0625,1.106664314,0,0,0
1841,170.86176,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,70930.5,42324.64369,28609.02756,0.064630367,1.19562579,0,0,0
1842,80.72267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45675,26268.63954,14033.31496,0.114670083,1.344351077,1,0,0
1843,94.26706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40260,4196.616603,2261.517479,0.101554637,0.965075889,0,0,0
1844,31.04024,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,39963,25348.43333,9937.288767,0.107869142,1.406157635,0,1,0
1845,170.76907,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,79108.5,46009.36527,34929.97797,0.074505362,1.207902805,0,1,0
1846,148.20575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69664,4407.944852,3739.022655,0.227848101,1.087990005,1,1,0
1847,232.38801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121574.6667,5174.212615,2597.684911,0.055485568,1.153204795,0,0,0
1848,104.91915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
1849,60.8735,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67011,4342.367825,3090.480371,0.11426844,1.109830323,1,0,0
1850,54.38616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67011,4342.367825,3090.480371,0.11426844,1.109830323,1,0,0
1851,87.20349,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46806,35660.23726,19558.89439,0.139081456,1.305315411,1,0,0
1852,220.29074,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83749,17325.09738,7812.312759,0.057570978,1.115961437,1,1,1
1853,188.39643,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,1,0,0
1854,150.82745,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115586,11382.13364,4496.20505,0.097993467,0.989038822,0,0,0
1855,64.28034,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,29958.5,20772.00875,11121.44262,0.15862301,1.237394271,0,1,0
1856,145.86391,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,68366.75,5699.146524,2365.898148,0.07020667,1.090180259,1,0,0
1857,85.05482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30846,8930.196865,4503.033827,0.155282332,1.076536488,0,0,0
1858,99.7984,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23386.5,22745.57407,9592.455008,0.067148786,0.948494716,0,0,0
1859,68.15222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21754.25,19838.97332,8187.809916,0.133279711,0.949296405,0,0,0
1860,236.10242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39005.5,8028.122293,3653.287814,0.079695882,0.973222391,1,0,0
1861,111.9907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29140,13666.0846,7090.319611,0.092571429,0.976083607,0,0,0
1862,78.7717,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25037,6155.910636,2899.659126,0.064724919,1.025728215,0,0,0
1863,179.948,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27844.5,9936.432179,4355.024307,0.153942428,0.997617427,0,0,0
1864,67.39559,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27008,10577.47944,4480.22271,0.105960265,0.96762983,0,0,0
1865,88.1722,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25363,4167.145753,1745.141452,0.164113786,0.963859542,0,0,0
1866,207.37503,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,93093.25,21874.19687,14383.00256,0.098067218,1.165477879,1,0,0
1867,166.56173,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42401,13524.64555,5398.408072,0.062383032,1.153768707,1,0,0
1868,147.16125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60561,33586.26641,20825.81452,0.08248864,1.241029529,0,0,0
1869,99.36331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89304,10648.32569,5598.450788,0.044436005,1.120994163,0,0,0
1870,119.14236,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,52884.5,15114.03249,7424.593275,0.131861497,1.262563727,0,0,0
1871,10.08794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42402,8539.47342,4915.898645,0.088917526,0.991998877,1,0,0
1872,82.48522,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,69537,34439.86682,23800.91843,0.066840731,1.14605686,0,1,0
1873,171.55059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131571,7847.997999,2991.020216,0.037755822,1.152751311,1,0,0
1874,83.5842,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,73642.5,33669.38685,22676.99361,0.072572982,1.202050116,0,0,0
1875,268.04572,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70849.25,13828.74981,6934.787723,0.102212561,1.15209605,0,0,0
1876,281.89249,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,25144.5,7645.765621,3387.646889,0.134666453,1.012275441,1,0,0
1877,131.65816,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,57282.5,7391.677761,2892.702401,0.055284553,1.22273096,0,1,0
1878,62.26258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85600,23845.23143,11986.67551,0.063287267,1.088904817,1,0,1
1880,290.33108,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,42178,8346.39783,3031.214211,0.076934777,1.160245685,0,0,0
1881,178.8838,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48749,6175.607968,2784.593073,0.063815746,1.090463148,1,0,0
1882,41.87617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103485,8148.256696,4010.399969,0.056401074,1.187149396,1,0,0
1883,90.68574,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100633.5,8048.275319,6558.064624,0.215091067,1.209653572,0,0,0
1884,269.6569,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,53302.5,22021.79114,9676.913566,0.099296598,1.312326766,1,1,0
1885,145.65329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25868,10526.66628,4209.444613,0.120464441,0.954257046,1,0,0
1886,179.92276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,1,0,0
1887,340.57309,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30509,7661.242788,3868.029806,0.12959381,0.967298163,1,0,0
1888,97.69448,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,29140,13666.0846,7090.319611,0.092571429,0.976083607,0,1,0
1889,48.55815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94907,3261.128715,1617.492563,0.06113844,1.05790163,1,0,0
1890,120.18249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38670.5,9079.071427,4807.216543,0.094144661,0.994049149,1,0,0
1891,163.48515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36933,7601.506105,3115.019445,0.101837672,1.052027402,0,0,0
1892,180.68332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165589,3258.289378,1171.903776,0.02116651,1.218659386,0,0,0
1893,87.61407,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44592.75,6607.91908,2754.564597,0.079422212,1.177905471,0,1,0
1894,102.25327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69664,4407.944852,3739.022655,0.227848101,1.087990005,0,0,0
1895,122.53703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89334,14205.07695,7902.103011,0.073844419,1.163551584,0,0,0
1896,122.28323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50917,26773.28575,13140.7344,0.099025341,1.161414674,0,0,0
1897,128.72376,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,37513,25593.65672,10348.01289,0.10931677,1.437830586,1,1,0
1898,118.73913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30443,22876.50136,9406.555374,0.091617041,1.135382091,0,0,0
1899,114.09791,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29422.5,11883.80972,5288.863853,0.096455549,0.944118213,0,0,0
1900,76.35202,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,34345.5,19730.622,8580.068321,0.108624903,1.150686503,0,0,0
1901,149.40047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121711,2460.999626,1167.071987,0.07826087,1.159881449,0,0,0
1902,94.43346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,1,0,0
1903,92.44886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29378.75,11482.83216,5311.784031,0.138789681,1.025622825,0,1,0
1904,212.79255,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50917,26773.28575,13140.7344,0.099025341,1.161414674,0,0,0
1905,54.92698,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43663,18669.88905,7332.357234,0.084760274,1.167459893,0,0,0
1906,59.39122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41301,11386.89918,5552.326131,0.154090548,1.259945088,0,0,0
1907,165.97943,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,34027.66667,13496.54662,5620.098096,0.079143278,1.098024506,0,0,0
1908,117.42188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122810,8674.561443,4664.240509,0.086848635,1.24143299,0,0,0
1909,154.79241,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,36677,33941.2053,14075.06318,0.118685332,1.233420769,0,0,0
1910,140.99036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38093.5,6896.683424,3654.636578,0.093733817,1.067239133,0,0,0
1911,20.52307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28461,14141.67236,6480.3899,0.152352502,1.039101862,0,1,0
1912,96.99806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56785,11735.02762,8076.86505,0.147848317,1.242383468,1,0,0
1913,18.19431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121711,2460.999626,1167.071987,0.07826087,1.159881449,0,0,0
1914,24.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110944.5,5342.018064,3276.219258,0.104368123,1.241587117,0,0,0
1915,18.37736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165589,3258.289378,1171.903776,0.02116651,1.218659386,0,0,0
1916,228.05279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24214,9094.262814,4422.987502,0.11618799,0.987057457,1,0,0
1917,221.45586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
1918,125.38182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71391.5,17109.60437,8855.892666,0.100432515,1.248088541,0,0,0
1919,221.99889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40260,4196.616603,2261.517479,0.101554637,0.965075889,1,0,0
1920,90.08864,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,65745.75,37955.45505,24717.42104,0.073559504,1.21832766,0,1,0
1921,37.99708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68971.75,45760.43779,27714.28716,0.074476415,1.330374013,1,0,0
1922,50.61357,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,54931.5,13966.08682,6546.559969,0.173332817,1.261645966,0,0,1
1923,92.92672,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,59090,19882.71958,10422.47016,0.112431444,1.66930335,0,1,0
1924,201.76253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33357,3338.786755,1597.92256,0.153430883,1.122407478,1,0,0
1925,170.21233,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,81647.5,46336.31979,34677.89738,0.07651715,1.234651444,0,0,0
1926,208.88211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96830.5,10113.51118,4856.325384,0.042625169,1.062058186,0,0,0
1927,125.78038,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47991.5,25088.72867,4365.47011,0.07264574,1.212947986,1,0,0
1928,38.90633,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20698.5,8443.118709,3427.612861,0.159200535,0.957345286,0,0,0
1929,126.8104,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,38403,45177.3204,22706.03549,0.086342294,1.368747179,0,0,0
1930,169.52926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197155,6136.050391,1420.484975,0.062010837,1.185552442,0,0,0
1931,96.8172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60025,5294.698362,2285.27187,0.044585987,1.076488522,0,0,0
1932,167.81029,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58733,17519.43404,8012.581989,0.113069016,1.25123562,0,0,0
1933,88.95483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148690,2484.920441,1023.901252,0.033642691,1.228518078,1,0,0
1934,303.13813,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25363,4167.145753,1745.141452,0.164113786,0.963859542,0,1,1
1935,102.24254,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,85301.5,35163.00518,23370.01866,0.073925271,1.171611246,0,0,0
1936,87.47247,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,39936.25,49822.08411,23550.91975,0.081198705,1.37817204,0,0,0
1937,43.55553,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,1,0
